bins	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
assembly_plus_bin_274	894279	42	25158	41.298608246813814	23.943661971830984	2.816901408450704	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	OPU3-GD-OMZ	OPU3-GD-OMZ sp012959905
assembly_plus_bin_28	317685	4	87578	51.12246577078403	0.0	0.0							
assembly_plus_bin_29	1273804	115	10806	40.10257126548833	36.61971830985915	38.028169014084504							
assembly_plus_bin_3	206261	6	32785	39.95522985586271	0.0	0.0							
assembly_plus_bin_30	231508	19	13314	46.32491634905323	0.0	0.0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	S15-B10	UBA2125	UBA2125 sp004124465
assembly_plus_bin_31	715424	58	12068	61.15283829924433	0.0	0.0							
assembly_plus_bin_32	229182	21	10203	27.476023755969663	16.901408450704224	15.492957746478874	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NP1466	NP1466 sp002731115
assembly_plus_bin_33	314626	4	90435	49.33537095331616	0.0	0.0							
assembly_plus_bin_34	366075	26	13981	46.18006293187242	0.0	0.0							
assembly_plus_bin_35	233583	19	12104	55.84210545843915	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	UBA868	UBA9619	UBA9619 sp002718155
assembly_plus_bin_36	2943631	229	12888	36.21910612612507	52.63157894736842	144.73684210526315	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus	Nitrosopelagicus sp000402075
assembly_plus_bin_37	267101	3	109957	37.78070680403803	0.0	0.0							
assembly_plus_bin_38	269087	23	11197	32.58634590511426	0.0	0.0							
assembly_plus_bin_39	331534	6	63267	44.25379866524965	0.0	0.0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	UBA2128	UBA2128	UBA2128 sp002471865
assembly_plus_bin_4	3430583	3	3034959	60.45420328521283	100.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter pontiacus
assembly_plus_bin_40	1810374	144	12513	37.65195192302666	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae		
assembly_plus_bin_41	707916	58	12596	39.50463046507811	29.577464788732396	14.084507042253522	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	TCS55 sp002716525
assembly_plus_bin_42	249704	21	10563	57.495978932827065	0.0	0.0							
assembly_plus_bin_43	333736	8	42217	40.67405736302922	12.67605633802817	1.408450704225352							
assembly_plus_bin_44	267959	8	39889	39.9469909555832	0.0	0.0							
assembly_plus_bin_45	2412652	197	12532	31.48267997644851	0.0	0.0							
assembly_plus_bin_46	216285	17	13579	39.69890513915869	0.0	0.0							
assembly_plus_bin_47	552737	45	12523	37.093927668983746	0.0	0.0							
assembly_plus_bin_48	994277	84	11923	28.83744390206949	23.943661971830984	8.450704225352112	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G11	MED-G11 sp002729755
assembly_plus_bin_49	605438	48	13187	61.28644151848201	0.0	0.0							
assembly_plus_bin_5	376394	7	60118	56.35409672227596	0.0	0.0							
assembly_plus_bin_50	705589	63	10894	64.23447327503268	0.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria	UBA828	UBA828	PTKB01	PTKB01 sp002937555
assembly_plus_bin_51	547129	45	12101	43.97235468376304	0.0	0.0							
assembly_plus_bin_52	1880679	129	14625	49.18527178469195	0.0	0.0							
assembly_plus_bin_53	285770	19	15074	52.623219635425485	0.0	0.0							
assembly_plus_bin_54	344848	26	11941	59.30498270569367	0.0	0.0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA1096	UBA1096	
assembly_plus_bin_55	233570	13	17148	63.09601960968442	0.0	0.0							
assembly_plus_bin_56	445456	35	12090	60.40043314882949	22.535211267605632	7.042253521126761							
assembly_plus_bin_57	1675969	140	11901	36.47752423539641	0.0	0.0							
assembly_plus_bin_58	233475	16	11504	37.85152245047379	0.0	0.0							
assembly_plus_bin_59	384547	32	11815	49.54058116461438	0.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	UBA2165	UBA2165	UBA2165 sp002327565
assembly_plus_bin_6	212167	14	12959	34.76355411877762	0.0	0.0							
assembly_plus_bin_60	517495	35	13878	61.63458939322779	52.11267605633803	2.816901408450704	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA12567	UBA12567 sp003520025
assembly_plus_bin_61	467991	42	10548	37.72984888380637	0.0	0.0							
assembly_plus_bin_62	837724	56	14136	56.09346680954235	0.0	0.0							
assembly_plus_bin_63	285542	18	12704	52.81196889972015	0.0	0.0							
assembly_plus_bin_64	494717	41	11905	62.77603369008218	0.0	0.0							
assembly_plus_bin_65	928836	74	11801	39.38714706397718	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	UBA11654	UBA11654	DTSX01	DTSX01 sp012965065
assembly_plus_bin_66	351495	10	38838	60.107272037837355	29.577464788732396	1.408450704225352	Bacteria	Proteobacteria	Alphaproteobacteria	UBA11136	UBA11136	UBA11136	UBA11136 sp002686135
assembly_plus_bin_67	630074	50	11860	44.69957751580489	0.0	0.0	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	SCGCAAA288-L16	SCGCAAA288-L16 sp002731985
assembly_plus_bin_68	322977	25	12880	38.61831825063147	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	UBA11654	UBA11654	DTSX01	DTSX01 sp012965065
assembly_plus_bin_69	288047	8	38167	43.31995483088907	0.0	0.0							
assembly_plus_bin_7	242489	6	32034	28.325531501865065	0.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	AAA240-E13	AAA240-E13 sp000504625
assembly_plus_bin_70	3096389	287	10697	69.49888038726112	0.0	0.0	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	S20-B6	S20-B6 sp002329075
assembly_plus_bin_71	217422	5	40422	58.92744317667361	0.0	0.0							
assembly_plus_bin_72	624850	47	12793	41.60835015712422	0.0	0.0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	GCA-002701945	GCA-002701945 sp012964215
assembly_plus_bin_73	479093	25	18298	54.12429545636073	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	UBA868	UBA9619	UBA9619 sp002718155
assembly_plus_bin_74	233097	17	11177	51.495727008523986	0.0	0.0							
assembly_plus_bin_75	498775	37	13146	58.82878287131849	0.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria	UBA11136	UBA11136	UBA11136	UBA11136 sp002686135
assembly_plus_bin_76	356390	23	13810	42.44470524835216	0.0	0.0							
assembly_plus_bin_77	537599	38	13245	34.71897249712671	0.0	0.0							
assembly_plus_bin_78	599250	29	32756	34.414766514552056	0.0	0.0							
assembly_plus_bin_79	1991309	174	11202	65.42438229872664	0.0	0.0	Bacteria	Proteobacteria	Alphaproteobacteria	UBA2966	UBA2966	GCA-2690215	GCA-2690215 sp002690215
assembly_plus_bin_8	974825	74	12782	52.61925513830597	0.0	0.0							
assembly_plus_bin_80	734072	63	11557	37.96914183669345	0.0	0.0	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	D37C17	D37C17	D37C17 sp012964845
assembly_plus_bin_81	278397	21	12835	48.68689187181066	25.35211267605634	1.408450704225352	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA2162	UBA2162	UBA2162 sp002335405
assembly_plus_bin_82	284864	10	31174	42.25476619497748	0.0	0.0							
assembly_plus_bin_83	292020	21	13799	57.034458404717434	0.0	0.0	Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	Bin127	UBA9455	UBA9455 sp002313245
assembly_plus_bin_84	502840	34	14597	51.4251237787076	0.0	0.0							
assembly_plus_bin_85	258946	4	60252	46.34726853229469	0.0	0.0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	UBA2128	UBA2128	UBA2128 sp002471865
assembly_plus_bin_86	2941269	243	12053	42.06882861007031	30.985915492957748	101.40845070422536	Bacteria	SAR324	SAR324	SAR324	NAC60-12	Arctic96AD-7	Arctic96AD-7 sp002082305
assembly_plus_bin_87	377475	21	17881	59.96760203146903	0.0	0.0							
assembly_plus_bin_88	270753	2	215164	45.83381422636022	0.0	0.0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	S15-B10	UBA2125	
assembly_plus_bin_89	202663	5	46392	37.76476678450463	0.0	0.0							
assembly_plus_bin_9	1542771	116	13255	65.37766182853852	45.070422535211264	12.67605633802817	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter citreus
assembly_plus_bin_90	382616	24	15368	56.20791258615703	0.0	0.0							
assembly_plus_bin_91	421021	3	247655	63.195550775556164	0.0	0.0	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	UBA3125	
assembly_plus_bin_92	549760	33	16004	56.75131315861156	23.943661971830984	2.816901408450704	Bacteria	Proteobacteria	Alphaproteobacteria	UBA11136	UBA11136	UBA11136	UBA11136 sp002686135
assembly_plus_bin_93	805097	66	11549	38.57268245749979	0.0	0.0							
assembly_plus_bin_94	246967	5	50745	51.19888395849548	0.0	0.0							
assembly_plus_bin_95	235763	3	132529	39.40488087655272	0.0	0.0							
assembly_plus_bin_96	393432	21	17554	59.96915892269151	0.0	0.0							
assembly_plus_bin_97	439054	8	52920	51.7618899051209	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	UBA5680	UBA5680	UBA5680 sp002420425
assembly_plus_bin_98	688713	51	14165	53.05940358756865	0.0	0.0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA1138	UBA1138 sp002501085
assembly_plus_bin_99	432055	30	13379	46.679800255570306	0.0	0.0	Bacteria	SAR324	SAR324	SAR324	NAC60-12	UBA1014	UBA1014 sp002683785
